Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,6.0
2.0,470.0073,470.0073,13.04,13.04,3.0
3.0,26.85311,496.86041,0.74,13.78,3605.0
,,,,,1.0
,,,,,0.0
,,,,,13002770.0
