Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,8.0
2.0,14.7672,14.7672,0.29,0.29,3.0
3.0,13.14063,27.90783,0.26,0.55,5104.0
4.0,31.56254,59.47037,0.62,1.17,1.0
5.0,43.40637,102.87674,0.85,2.02,0.0
6.0,275.50046,378.3772,5.4,7.42,13003108.0
