Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,7.0
2.0,218.85696,218.85696,4.16,4.16,3.0
3.0,22.34067,241.19763,0.43,4.59,5256.0
4.0,30.35007,271.5477,0.58,5.17,0.0
5.0,30.94131,302.48901,0.59,5.76,0.0
6.0,170.69589,473.1849,3.25,9.01,13002828.0
