Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,10.0
2.0,9.0792,9.0792,0.67,0.67,4.0
3.0,0.0,9.0792,0.0,0.67,1354.0
4.0,2.13968,11.21888,0.16,0.83,0.0
5.0,3.27936,14.49824,0.24,1.07,0.0
6.0,13.25712,27.75536,0.98,2.05,13003142.0
7.0,0.2929,28.04826,0.02,2.07,
8.0,27.49029,55.53855,2.03,4.1,
9.0,41.44732,96.98587,3.06,7.16,
10.0,116.04538,213.03125,8.57,15.73,
