Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,7.0
2.0,11.59232,11.59232,0.28,0.28,3.0
3.0,10.19647,21.78879,0.25,0.53,4108.0
4.0,23.88416,45.67295,0.58,1.11,0.0
5.0,252.58944,298.26239,6.15,7.26,0.0
6.0,126.7941,425.05649,3.09,10.35,13002891.0
7.0,436.3041,861.36059,10.62,20.97,
