Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,9.0
2.0,6041.0,6041.0,92.6,92.6,4.0
3.0,0.0,6041.0,0.0,92.6,6524.0
4.0,107.0,6148.0,1.64,94.24,3.0
5.0,0.0,6148.0,0.0,94.24,0.0
6.0,0.0,6148.0,0.0,94.24,13003124.0
