Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,5.0
2.0,3302.0,3302.0,89.49,89.49,3.0
3.0,0.0,3302.0,0.0,89.49,3690.0
4.0,0.0,3302.0,0.0,89.49,3.0
,,,,,0.0
,,,,,13003025.0
