Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,6.0
2.0,4838.0,4838.0,78.78,78.78,3.0
3.0,0.0,4838.0,0.0,78.78,6141.0
4.0,0.0,4838.0,0.0,78.78,3.0
5.0,0.0,4838.0,0.0,78.78,0.0
6.0,0.0,4838.0,0.0,78.78,13002913.0
