Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,7.0
2.0,2189.0,2189.0,45.13,45.13,3.0
3.0,1163.0,3352.0,23.98,69.11,4850.0
4.0,0.0,3352.0,0.0,69.11,2.0
5.0,0.0,3352.0,0.0,69.11,0.0
6.0,0.0,3352.0,0.0,69.11,13003015.0
7.0,0.0,3352.0,0.0,69.11,
