Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,8.0
2.0,3232.0,3232.0,44.93,44.93,4.0
3.0,0.0,3232.0,0.0,44.93,7194.0
4.0,0.0,3232.0,0.0,44.93,2.0
5.0,0.0,3232.0,0.0,44.93,0.0
6.0,1294.0,4526.0,17.99,62.92,13002870.0
7.0,0.0,4526.0,0.0,62.92,
8.0,0.0,4526.0,0.0,62.92,
