Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,8.0
2.0,0.0,0.0,0.0,0.0,3.0
3.0,0.0,0.0,0.0,0.0,1075.0
4.0,76.0,76.0,7.07,7.07,4.0
5.0,0.0,76.0,0.0,7.07,0.01
6.0,0.0,76.0,0.0,7.07,13002737.0
7.0,0.0,76.0,0.0,7.07,
8.0,0.0,76.0,0.0,7.07,
