Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,7.0
2.0,21.0,21.0,0.61,0.61,1.0
3.0,31.0,52.0,0.9,1.51,3455.0
4.0,38.0,90.0,1.1,2.61,0.0
5.0,76.0,166.0,2.2,4.81,0.0
6.0,339.0,505.0,9.81,14.62,13002765.0
7.0,981.0,1486.0,28.39,43.01,
