Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,7.0
2.0,4004.0,4004.0,61.1,61.1,3.0
3.0,0.0,4004.0,0.0,61.1,6553.0
4.0,0.0,4004.0,0.0,61.1,3.0
5.0,1332.0,5336.0,20.33,81.43,0.0
6.0,0.0,5336.0,0.0,81.43,13003019.0
