Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,6.0
2.0,0.0,0.0,0.0,0.0,4.0
3.0,0.0,0.0,0.0,0.0,4818.0
4.0,982.0,982.0,20.38,20.38,4.0
,,,,,0.05
,,,,,13002858.0
