Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,6.0
2.0,42.0,42.0,1.73,1.73,1.0
3.0,71.0,113.0,2.92,4.65,2431.0
4.0,83.0,196.0,3.41,8.06,0.0
5.0,246.0,442.0,10.12,18.18,0.0
6.0,654.0,1096.0,26.9,45.08,13003146.0
