Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,7.0
2.0,0.0,0.0,0.0,0.0,4.0
3.0,0.0,0.0,0.0,0.0,1344.0
4.0,61.0,61.0,4.54,4.54,4.0
5.0,332.0,393.0,24.7,29.24,0.05
6.0,0.0,393.0,0.0,29.24,13003153.0
