Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,8.0
2.0,325.57909,325.57909,4.67,4.67,4.0
3.0,183.16067,508.73976,2.63,7.3,6973.0
4.0,67.42292,576.16268,0.97,8.27,1.0
5.0,93.67853,669.84121,1.34,9.61,0.0
6.0,399.47421,1069.31542,5.73,15.34,13003072.0
