Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,8.0
2.0,6.3024,6.3024,0.09,0.09,4.0
3.0,35.1313,41.4337,0.5,0.59,6979.0
4.0,3.02183,44.45553,0.04,0.63,0.0
5.0,178.21111,222.66664,2.55,3.18,0.0
6.0,32.64667,255.31331,0.47,3.65,13003087.0
7.0,6.90623,262.21954,0.1,3.75,
8.0,1031.41814,1293.63768,14.78,18.53,
