Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,8.0
2.0,0.0,0.0,0.0,0.0,4.0
3.0,1314.0,1314.0,20.46,20.46,6421.0
4.0,0.0,1314.0,0.0,20.46,4.0
5.0,0.0,1314.0,0.0,20.46,0.05
6.0,2424.0,3738.0,37.75,58.21,13002909.0
7.0,0.0,3738.0,0.0,58.21,
