Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,6.0
2.0,3307.0,3307.0,82.99,82.99,3.0
3.0,0.0,3307.0,0.0,82.99,3985.0
4.0,0.0,3307.0,0.0,82.99,3.0
5.0,0.0,3307.0,0.0,82.99,0.0
6.0,0.0,3307.0,0.0,82.99,13003033.0
