Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,6.0
2.0,285.68489,285.68489,5.49,5.49,3.0
3.0,6.06312,291.74801,0.12,5.61,5204.0
4.0,27.81579,319.5638,0.53,6.14,0.0
5.0,92.17828,411.74208,1.77,7.91,0.0
6.0,599.52546,1011.26754,11.52,19.43,13002828.0
