Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,4.0
2.0,1621.0,1621.0,68.74,68.74,3.0
,,,,,2358.0
,,,,,2.0
,,,,,0.0
,,,,,13002516.0
