Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,8.0
2.0,4713.0,4713.0,54.62,54.62,4.0
3.0,0.0,4713.0,0.0,54.62,8629.0
4.0,0.0,4713.0,0.0,54.62,2.0
5.0,0.0,4713.0,0.0,54.62,0.0
6.0,0.0,4713.0,0.0,54.62,13002979.0
