Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,7.0
2.0,0.0,0.0,0.0,0.0,4.0
3.0,0.0,0.0,0.0,0.0,5352.0
4.0,1092.0,1092.0,20.4,20.4,4.0
5.0,0.0,1092.0,0.0,20.4,0.05
6.0,0.0,1092.0,0.0,20.4,13003112.0
