Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,7.0
2.0,16.0,16.0,0.42,0.42,3.0
3.0,33.0,49.0,0.87,1.29,3786.0
4.0,0.85745,49.85745,0.02,1.31,1.0
5.0,48.07794,97.93539,1.27,2.58,0.0
6.0,136.30187,234.23726,3.6,6.18,13003120.0
