Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,10.0
2.0,0.0,0.0,0.0,0.0,4.0
3.0,1007.0,1007.0,20.03,20.03,5027.0
4.0,0.0,1007.0,0.0,20.03,4.0
5.0,0.0,1007.0,0.0,20.03,0.01
6.0,0.0,1007.0,0.0,20.03,13002962.0
7.0,0.0,1007.0,0.0,20.03,
8.0,0.0,1007.0,0.0,20.03,
9.0,23.0,1030.0,0.46,20.49,
10.0,0.0,1030.0,0.0,20.49,
