Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,8.0
2.0,39.16242,39.16242,0.55,0.55,4.0
3.0,214.32205,253.48447,3.03,3.58,7075.0
4.0,0.7224,254.20687,0.01,3.59,1.0
5.0,44.30522,298.51209,0.63,4.22,0.0
6.0,68.29367,366.80576,0.97,5.19,13003043.0
7.0,407.07747,773.88323,5.75,10.94,
