Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,10.0
2.0,0.0,0.0,0.0,0.0,3.0
3.0,0.0,0.0,0.0,0.0,3286.0
4.0,0.0,0.0,0.0,0.0,3.0
5.0,0.0,0.0,0.0,0.0,0.0
6.0,1789.0,1789.0,54.44,54.44,13003003.0
7.0,0.0,1789.0,0.0,54.44,
8.0,0.0,1789.0,0.0,54.44,
9.0,937.0,2726.0,28.51,82.95,
10.0,0.0,2726.0,0.0,82.95,
