Round,Exhausted,Cumulative Exhausted,% Exhausted,% Cumulative,key info
1.0,0.0,0.0,0.0,0.0,6.0
2.0,0.0,0.0,0.0,0.0,3.0
3.0,0.0,0.0,0.0,0.0,4942.0
4.0,1588.0,1588.0,32.13,32.13,4.0
5.0,0.0,1588.0,0.0,32.13,0.05
,,,,,13003022.0
